Chris Hemsworth
"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban. The True Story of the Army's Special Forces ""Green Berets"", who within weeks responded to the 9-11 attack. Green Berets, with the help of the 160th SOAR(A), took over the country and allowed other Special Forces and the rest of the conventional military to begin the more publicly visible war. Mitch Nelson, a US Army Captain with Green Berets Operational Detachment Alpha (ODA) 595, is moving into a new home with his wife and daughter on September 11, 2001, after receiving an assignment to staff duty under LTC Bowers. As news of the devastating terrorist attacks that day break, Nelson volunteers to lead 595 into Afghanistan. Bowers initially refuses, but veteran soldier CW5 Hal Spencer, previously scheduled to retire, persuades Bowers to give Nelson command of 595 again, as well as volunteering himself for the deployment. After leaving their families, 595 travels to Uzbekistan on October 7, 2001. After being briefed and evaluated by COL Mulholland, Commander of 5th Special Forces Group, Nelson and 595 are picked to fight alongside Northern Alliance leader Abdul Rashid Dostum.. After the tragic events of 9/11, the US determines that the Taliban in Afghanistan is the source of many of the attacks on US citizens and assets. Their first step in confronting the Taliban is to send in Special Forces teams to link up with the Northern Alliance, the enemies of the Taliban, help them in their fight against Taliban, including through coordinating air support, and reduce the Taliban's territory. The first team ""in country"" is Operational Detachment Alpha 595, lead by Captain Mitch Nelson. The 12 of them face overwhelming odds. This is their story."
"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela. Imprisoned on the other side of the universe, the mighty Thor (Chris Hemsworth) finds himself in a deadly gladiatorial contest that puts him against The Incredible Hulk (Mark Ruffalo), his former ally and fellow Avenger. Thor's quest for survival leads him in a race against time to prevent the all-powerful Hela (Cate Blanchett) from destroying his home world and the Asgardian civilization. After the events of Avengers: Age of Ultron (2015), and four years after the events of Thor: The Dark World (2013), Thor (Chris Hemsworth), held captive on the planet Sakaar without his hammer, must win a gladiatorial duel against The Incredible Hulk (Mark Ruffalo) and assemble a team (made up of The Incredible Hulk, Valkyrie (Tessa Thompson), Thor, and Loki (Tom Hiddleston)) to stop the villainous Hela (Cate Blanchett) and the impending Ragnarök, the doom of the Asgardian civilization. Four years after defeating the Dark Elves and two years after the fight in Sokovia, Thor (Chris Hemsworth) now finds himself trapped on the other side of the universe on the wacky planet of Sakaar. Meanwhile, a new threat rises as the evil Hela, Goddess of Death (Cate Blanchett) takes over Asgard and plans to conquer the universe. In order to get home, Thor must compete in a gladiator match against the defending champion of the Grandmaster (Jeff Goldblum). Little does Thor know is that the champion is his old friend and fellow Avenger, The Incredible Hulk (Mark Ruffalo). Teaming with The Incredible Hulk and his deceptive brother Loki (Tom Hiddleston), Thor must return home to Asgard in time to stop Hela and prevent the approaching Ragnarök, the apocalyptic destruction of Asgard. Odin (Sir Anthony Hopkins) has died and Thor (Chris Hemsworth) discovers that he has a sister, Hela, the Goddess of Death (Cate Blanchett). She is incredibly powerful and malevolent, and claims the throne to Asgard, killing anyone who opposes her. Thor and Loki (Tom Hiddleston) accidentally end up on Sakaar, a planet run by the The Grandmaster (Jeff Goldblum), part-tyrant, part-ringmaster. Thor is imprisoned on the planet and forced to fight to the death against The Grandmaster's champion... The Incredible Hulk (Mark Ruffalo)."
"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts. Marvel's ""Doctor Strange"" follows the story of the talented neurosurgeon Doctor Stephen Strange who, after a tragic car accident, must put ego aside and learn the secrets of a hidden world of mysticism and alternate dimensions. Based in New York City's Greenwich Village, Doctor Strange must act as an intermediary between the real world and what lies beyond, utilising a vast array of metaphysical abilities and artifacts to protect the Marvel Cinematic Universe. After a horrible car accident, brilliant neurosurgeon Stephen Strange must find a way and a cure to healing his hands. His quest brings him to Kamar-Taj in Nepal where he studies under the Ancient One, who teaches him the ways of magic and alternate realities. With new skills of interdimensional travel and spells, Strange soon discovers that he must protect the world from a deadly enemy who is out to destroy it. Stephen Strange is a surgeon with a God complex. When he gets in an accident and his hands are injured, he feels as if his life is over. His therapist tells him of a guy he knew who couldn't walk but is now walking again. The therapist tells Strange where he can find the man and he tells Strange he did it with his mind, he went to a place called Kamar-Taj and there he was taught how to use his mind to heal himself. Strange goes there to seek the ones who taught him. He finds them and learns that they use mystic arts and they take Strange in, reluctantly and teach him. Strange learns that a former member is planning something and tries to stop him. But he also learns that his teacher is keeping a secret too. In New York, the arrogant Dr. Stephen Strange is a talented neurosurgeon with a huge ego. After a car accident, Dr. Strange damages his fingers and loses control of his hands. The surgeon, Christine Palmer, who was his lover, tries to help him. But Dr. Strange unsuccessfully spends his savings searching for an experimental treatment for his fingers. When Dr. Strange learns that the paraplegic Jonathan Pangborn walked again, he seeks him out and is told he was healed in Kamar-Taj. Dr. Strange travels to Katmandu where he meets the sorcerer Mordo and is introduced to The Ancient One. She discloses the astral plan and other dimensions to him and explains that Earth is protected in the mystical plan by three Sanctums (in New York, London, and Hong Kong). However, her former protégé, Kaecilius, has contacted the powerful demon Dormammu in the Dark Dimension and wants to destroy the three Sanctums with his minions to let the Dark Dimension, where time does not exist and anyone can live forever, to rule the world. Will The Ancient One, Dr. Strange and Mordo save the world?"
"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat. Paranormal researcher Abby Yates and physicist Erin Gilbert are trying to prove that ghosts exist in modern society. When strange apparitions appear in Manhattan, Gilbert and Yates turn to engineer Jillian Holtzmann for help. Also joining the team is Patty Tolan, a lifelong New Yorker who knows the city inside and out. Armed with proton packs and plenty of attitude, the four women prepare for an epic battle as more than 1,000 mischievous ghouls descend on Times Square. After a botched attempt to hide her eccentric past and radical ideas about the supernatural, Columbia University's ridiculed physicist Erin Gilbert now finds herself jobless. And as if that weren't enough, Erin must swallow her pride and bury the hatchet with dishonoured former partner Abby Yates. But to pay the bills and prove that ghosts exist, the unrepentant duo of spirit hunters will need all the help they can get. As a result, tech expert Jillian Holtzmann and inexperienced Patty Tolan join the cause, eager to comb New York City for evidence of paranormal activity. However, the team is unaware that trouble is brewing. Once more, the unsuspecting Big Apple is in danger. Will the Ghostbusters live up to their reputation?"
"Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna. Evil sorceress Queen Ravenna's powers allow her to know that her younger sister Freya, whose powers have not yet emerged, is not only involved in an illicit affair with an already elsewhere engaged nobleman Andrew, but is also pregnant with his child. Sometime after Freya gives birth to a baby girl, Freya discovers that Andrew not only reneged on his promise of elopement with her but also murdered their child. In a grief-fueled rage, her broken heart freezes over and she kills him with her sudden emergence of powers - the elemental control of ice.. Devastated by a cruel and terrible betrayal, the evil sorceress Queen Ravenna's once-kind younger sister, Freya, renounces love and sees her dormant magical powers emerge. Transformed into an all-powerful Ice-Witch with a frozen heart, Freya retreats to her new kingdom in the North, devoting all her energy to raising a large and invincible army of orphans from the conquered lands: her mighty Huntsmen. However, in this icy realm where love is a sin, two dauntless warriors--Eric and Sara--dare to defy the queen's decree and fall for each other, only to face the disastrous consequences. Now, more and more, the sinister black magic that imbues wicked Ravenna's gold Magic Mirror becomes stronger. Is there a way to stop the advent of the indefatigable dark adversary?"
"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick. In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance. The real-life maritime disaster would inspire Herman Melville's Moby-Dick. But that told only half the story. ""In the Heart of the Sea"" reveals the encounter's harrowing aftermath, as the ship's surviving crew is pushed to their limits and forced to do the unthinkable to stay alive. Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down. A dramatisation of the true events that inspired Herman Melville's classic novel ""Moby Dick"". In 1820 the whaling ship Essex sets sail from Nantucket, Massachusetts. After a largely fruitless search in the Atlantic she heads for the west coast of South America. There she hears about rich whaling grounds several hundred miles west. After reaching the whaling grounds she is attacked and sunk by massive white sperm whale. The crew take to the boats in what will be an epic struggle for survival. In 1850, author Herman Melville visits innkeeper Thomas Nickerson, the last survivor of the sinking of the whale-ship Essex, offering money in return for his story. Nickerson initially refuses, but then finally agrees when his wife intervenes. The story turns to 1820: a whaling company in Nantucket has refitted the Essex to participate in the lucrative whale oil trade, and 14-year-old Nickerson signs on as a cabin boy. The owners hire veteran whaler Owen Chase as first mate, though he is disappointed not to receive a captain's commission. The captain is George Pollard, an inexperienced mariner from an established whaling family who envies Chase's skill and popularity. Chase and Pollard clash, leading Pollard to sail into a storm against Chase's advice. The two agree to put their differences aside, rather than risking their reputations by returning to port without profit, and soon, the crew kills their first bull sperm whale. Almost three decades after the life-altering events that sent the ill-fated whale-ship, Essex, at the bottom of the cold Pacific Ocean, the epic whaling novel Moby-Dick's soon-to-be writer, Herman Melville, visits the tragedy's only survivor, Tom Nickerson, circa 1850. A fourteen-year-old novice seaman back in 1820, Nickerson recounts a story of greed, man's arrogance, and the omnipotence of nature, as Nantucket's veteran whaler, Owen Chase, and his inexperienced captain, George Pollard, came face to face with the ocean's ultimate Leviathan--an all-powerful bull sperm whale. However--helpless and stranded in the unforgiving open sea--the men would also have to face adversaries even mightier than the pale-hued avenger of the deep waters: despair, and the ugliest face of human nature."
"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons. Following in the footsteps of his father, Clark Griswold, the man with a vision in National Lampoon's Vacation (1983), his son, too, the hard-working family man, Rusty Griswold, wants to have some quality time with his wife, Debbie, and their two sons, Kevin and James. With the idea of revisiting the place of his vivid childhood memories, the exciting Walley World, keep coming to mind, Rusty decides to surprise his family with his proposal for an unforgettable trip across the country in their rented Albanian SUV. However, as the Griswolds hit the road for some serious family-bonding, this is easier said than done, and, disaster after disaster, Rusty's romantic intentions seem to go down the drain. Can some minor mishaps thwart Rusty's plans for creating the perfect family vacation?"
"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan. Tony Stark creates the Ultron Program to protect the world, but when the peacekeeping program becomes hostile, The Avengers go into action to try and defeat a virtually impossible enemy together. Earth's mightiest heroes must come together once again to protect the world from global extinction. After finding intelligence in Loki's scepter, Tony Stark and Bruce Banner use it to start Ultron, a peacemaker, who soon uncovers the world's wrongs, and plans to rid human error. With help from experimented human beings turned allies, the Avengers search to hunt for Ultron, who is trying to make a synthetic human body to upload his mind into. The Avengers raid a Hydra base in Sokovia commanded by Strucker and they retrieve Loki's scepter. They also discover that Strucker had been conducting experiments with the orphan twins Pietro Maximoff, who has super speed, and Wanda Maximoff, who can control minds and project energy. Tony Stark discovers an Artificial Intelligence in the scepter and convinces Bruce Banner to secretly help him to transfer the A.I. to his Ultron defense system. However, the Ultron decides that is necessary to annihilate mankind in order to save the planet, attacks the Avengers and flees to Sokovia with the scepter. He builds an armature for self-protection and robots for his army and teams up with the twins. The Avengers go to Clinton Barton's house to recover, but out of the blue, Nick Fury arrives and convinces them to fight against Ultron. Will they succeed? After a successful raid on a HYDRA base, Tony Stark and Bruce Banner create an Artificial Intelligence called Ultron, a peacekeeping protocol designed to help the Avengers protect the world from their enemies. But things go wrong when Ultron sees the human race as a threat and sets out to destroy it along with the Avengers. Now the Avengers, Iron Man, Thor, Captain America, the Hulk, Black Widow and Hawkeye, must reassemble to stop Ultron from causing mass destruction. Aside from this, the Avengers also must take on the powerful twins Quicksilver and Scarlet Witch as well as the new entity called Vision. Also, the Avengers find that things may never be the same again after discovering a power beyond their comprehension."
"A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. Nick Hathaway, an extremely talented hacker who has gone astray, finds his way out of a 15 year prison sentence when parts of a computer code he once wrote during his youth appears in a malware that triggered a terrorist attack in a nuclear power plant in China. This opportunity will reunite him with an old friend but will also put him in the middle of a power game between the American and Chinese government as well as an arch villain hacker whose identity he has to find if he wants to keep his freedom and his life. Set in the criminal world of cyberspace, an experienced hacker serving a 13 year sentence in prison is recruited by FBI and CIA authorities to capture a cyber-hacker committing high level terrorist attacks around the world with no apparent reason. The chase leads them on a worldwide adventure from New York to L.A. to Tokyo to Jakarta. As they begin to start getting closer to him, they discover horrifying motives and secrets that could never have been predicted. After a cyber attack to a Chinese nuclear facility and to the American commodities market, the governments decide to hunt the blackhat together. Colonel Chen Dawai is assigned by the Chinese government and he meets the American Carol Barrett and Mark Jessup in Los Angeles. He invites his sister Chen Lien and he discovers that the hacker used a computer code developed by his old MIT friend Nick Hathaway, who is in prison for stealing money from banks. He requests that Nick joins the team and they have to travel to China following the lead. Along their journey, Nick and Lien fall in love with each other. However they can not discover the motivation for the attack and Nick has to do a risky move to find the location of the hacker. Will he succeed in finding who is the responsible for the attacks? The FBI exceptionally agrees to collaborate with its Chinese counterpart when a brilliant hacker sabotages a nuclear plant in Chai Wan, Hong Kong, to explode from overheating. China's People's Liberation Army (PLA) cyber warfare unit ace, captain Chen Dawai, is tasked to find the culprits, enlists his sister, hacking engineer Chen Lien, and convinces unenthusiastic, intellectually inferior FBI counterpart Carol Barrett to appeal to his former MIT roommate, Nicholas Hathaway, who knows his value and obtains a deal to end his hacking conviction to jail time if they succeed while his electronically monitored and by deputy U.S. marshal Mark Jessup. Analyzing the hacker's code yields clues trailing to Tokyo and Jakarta as well as the realization the power plant was just a test, the real target is a disruption of the stock exchange -and world economy- to make a speculative fortune, but the ruthless gang is soon on their tail and stops at nothing to avoid exposure, while Nick and Lien have an affair."
"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster. Thousands of years ago, a race of beings known as Dark Elves tried to send the universe into darkness by using a weapon known as the Aether. Warriors from Asgard stopped them, but their leader Malekith (Christopher Eccleston) escaped to wait for another opportunity. The warriors find the Aether, and since it cannot be destroyed, they try to hide it. In the present day, Jane Foster (Natalie Portman) awaits the return of Thor (Chris Hemsworth), although it has been two years since they last saw once another. In the meantime, Thor has been trying to bring peace to the nine realms. Jane discovers an anomaly similar to the one that brought Thor to Earth. She goes to investigate, finds a wormhole, and is sucked into it. Back on Asgard, Thor wishes to return to Earth, but his father, Odin (Sir Anthony Hopkins), refuses to let him. Thor learns from Heimdall (Idris Elba), who can see into all of the realms, that Jane disappeared. Thor then returns to Earth just as Jane reappears. However, when some Policemen try to arrest her, an unknown energy repulses them. Thor then brings Jane to Asgard to find out what happened to her. When the energy is released again, they discover that when Jane disappeared, she crossed paths with the Aether and it entered her. Malekith, upon sensing that the time to strike is now, seeks out the Aether. He attacks Asgard and Thor's mother Frigga (Rene Russo) is killed protecting Jane. Odin wants to keep Jane on Asgard so that Malekith will come. Thor disagrees with his plan, so with his cohorts, he decides to take Jane away. He enlists the aid of his brother, Loki (Tom Hiddleston). Unfortunately, Loki's motivations remain unknown. There are nine realms of Asgard, and once every five thousand years, they align. Earth happens to be one of these realms. These realms create portals between the worlds during the alignment which is called ""Convergence"". On Earth, in London, England, Jane Foster (Natalie Portman) believes she and her crew have discovered one such portal. Foster, while investigating the phenomenon, is transported to another realm and comes in contact with a substance called the Aether. Upon coming into contact with the substance, it draws Thor (Chris Hemsworth) from Asgard back to Earth. Thor takes Jane to Asgard to be cured from the Aether. Unfortunately, in doing so, it draws more than just Jane to that world. Another being called Malekith (Christopher Eccleston) wants to use the Aether to destroy Asgard. Devising a plan with his brother, the war criminal Loki (Tom Hiddleston), Thor heads to ""The Dark World"" to destroy the Aether and save Asgard. But can Loki be trusted? A year after Loki's (Tom Hiddleston's) devastating alien attack on New York City, the Mighty Thor (Chris Hemsworth), along with his friends Lady Sif (Jaimie Alexander) and the Warriors Three fight to save the Nine Realms from deadly threats. When Thor's girlfriend Jane Foster (Natalie Portman) discovers a fluid like weapon called the Aether, she unknowingly awakens the evil Malekith (Christopher Eccleston) and his Dark Elf army. With this, Asgard may be facing its darkest hour. Thor forms an uneasy alliance with his nemesis Loki to save Jane, stop Malekith, and save the Nine Realms from total chaos and darkness. Thor (Chris Hemsworth) returns to do battle with Malekith (Christopher Eccleston), the vengeful leader of a primordial race that seeks to destroy the Nine Realms, in this big-budget comic book adventure set after the events of Marvel's The Avengers (2012). With even Odin (Sir Anthony Hopkins) unable to protect Asgard from the approaching darkness, the god of thunder reunites with Jane Foster (Natalie Portman) and prepares to make the ultimate sacrifice in order to save the world from certain destruction."
"The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda. Set against the sexy, glamorous golden age of Formula 1 racing in the 1970s, the film is based on the true story of a great sporting rivalry between handsome English playboy James Hunt (Hemsworth), and his methodical, brilliant opponent, Austrian driver Niki Lauda (Bruhl). The story follows their distinctly-different personal styles on and off the track, their loves, and the astonishing 1976 season in which both drivers were willing to risk everything to become world champion in a sport with no margin for error: if you make a mistake, you die. Both on the track and off, Hunt (Hemsworth) and Lauda (Bruhl) couldn't have been more different. Yet as much as Englishman Hunt's showy public persona clashed with Lauda's reputation for tightly-controlled perfectionism, both men remained bound together by one undeniable fact--they were both among the best drivers ever to grace the racetrack. But when a horrific crash during the 1976 Grand Prix at the Nürburgring nearly claims Lauda's life, a grudging respect develops between the two racers as Hunt realizes just how devoted his greatest adversary is to the sport they both love."
"A group of teenagers look to save their town from an invasion of North Korean soldiers. The city of Spokane, Washington is awakened by a North Korean paratrooper invasion. Marine Corps veteran Jed Eckert and his civilian brother, Matt, escape with a group of friends to an isolated cabin in the woods, where they witness the execution of their father at the hands of the ruthless Captain Cho. The brothers unite with their friends to form a guerrilla resistance group--the Wolverines--to drive the invaders from their home. An introductory montage shows the fallout of the economic crisis in the European Union and a weakened NATO alliance, amid increasing cooperation between an increasingly militant North Korea and ultra-nationalist-controlled Russia. The increased deployment of U.S. troops abroad leaves the mainland vulnerable. U.S. Marine Jed Eckert is home on leave in Spokane, Washington. He reunites with his father, Spokane Police Sergeant Tom Eckert and his brother, football player Matt Eckert. The morning after a mysterious power outage, Jed and Matt are shocked to see swarms of invading North Korean paratroopers and transport aircraft. Their father tells them to flee to their cabin in the woods while he helps the townspeople. They are later joined there by Robert Kitner, Daryl Jenkins, and Pete. Tensions build as the teens try to decide whether to surrender to the invaders or resist, with Pete ending up betraying their position. North Korean soldiers, under the command of Captain Cho, bring Sergeant Eckert and the mayor out to convince the group to surrender; while the mayor persuades the boys to give up, Cho executes Sergeant Eckert after he refuses to cooperate and actively encourages them to resist."
